local date,local time,location,lat,lon,aqi,co,h,no2,o3,p,pm25,so2,t,w,wg,pm10,dew,r,wd,d,pm1
2020-03-26,03:00:00,"337, Old Hueco Tanks Road, Bagge Estates Colonia, Socorro, El Paso County, Texas, 79927, United States of America",31.6675,-106.288,15,,30.3,,13.6,1005.4,15.0,,16.4,0.7,1.0,14.0,,,,,
2020-03-26,05:00:00,"Desjardins, Rue Prince, Huntingdon, Le Haut-Saint-Laurent, Montérégie, Québec, J0S 1H0, Canada",45.08672,-74.174698,21,0.2,4.0,,21.0,1014.4,,,0.5,0.5,0.5,,,,,,
2020-03-26,04:00:00,"497, Boyd Road, Onvil, Montgomery County, North Carolina, 27229, United States of America",35.2632,-79.8635,9,,85.0,,,1034.6,9.0,,8.8,1.5,5.5,,,,,,
2020-03-26,04:00:00,"47, Maples Drive, Mississippi City, Gulfport, Harrison County, Mississippi, 39507, United States of America",30.39,-89.0497,66,,88.0,,12.8,1013.2,66.0,,20.0,2.0,8.2,,18.0,,,,
2020-03-26,02:00:00,"498, North Lindsay Street, North Elsinore, Lake Elsinore, Riverside County, California, 92530, United States of America",33.67653,-117.33104,33,2.3,90.6,1.0,32.8,1014.1,1.0,1.5,4.0,0.2,1.6,7.0,,,,,
2020-03-26,04:00:00,"Cherry Tree, Adair County, Oklahoma, United States of America",35.750599,-94.669701,30,3.8,87.0,,23.3,1007.8,30.0,1.5,14.4,1.6,6.6,,,,,,
2020-03-26,03:00:00,"2509, Webberville Road, Holly, Austin, Travis County, Texas, 78702, United States of America",30.2632079,-97.7128831,61,,91.0,6.2,16.8,1011.6,61.0,0.5,20.0,2.6,0.6,,,,,,
2020-03-26,04:00:00,"Shot Put, Demetral Bike and Footpath, Emerson East, Madison, Dane County, Wisconsin, 54704, United States of America",43.10101,-89.35768,38,,93.0,,14.8,1009.4,38.0,0.3,5.9,2.4,7.7,16.0,5.0,,,,
2020-03-26,05:00:00,"112, East Court Street, East Village Neighborhood, Flint, Genesee County, Michigan, 48502, United States of America",43.0125274,-83.6874562,46,,66.0,,24.1,1009.1,46.0,,8.7,5.0,9.2,,4.0,,,,
2020-03-26,05:00:00,"630, Logan Street, Downtown Historic District, Jacksonville, Steubenville, Jefferson County, Ohio, 43952, United States of America",40.366452,-80.615691,28,,85.6,,3.2,1014.9,28.0,1.5,3.3,0.2,3.0,,,,,,
2020-03-26,01:00:00,"Crofton Road, Crofton, North Cowichan, Cowichan Valley Regional District, British Columbia, V0R 1R0, Canada",48.874529,-123.653929,13,0.1,94.0,0.6,11.1,1015.4,13.0,0.1,1.3,0.5,2.2,,,,,,
2020-03-26,02:00:00,"200, North Washington Street, Ritzville, Adams County, Washington, 99169, United States of America",47.128,-118.3819,13,,92.0,,,1023.6,13.0,,-1.1,1.5,0.5,,,,,,
2020-03-26,02:00:00,"Pinehurst Elementary School, South 3rd Street, Pinehurst, Shoshone County, Idaho, 83850, United States of America",47.536712,-116.236867,25,67.0,93.0,,11.7,1012.2,25.0,,0.0,0.2,2.3,10.0,,,,,
2020-03-26,01:00:00,"1025, Center Avenue, Saint Maries, Benewah County, Idaho, 83861, United States of America",47.316858,-116.570627,25,67.0,94.0,,11.7,1017.6,25.0,,-2.2,1.6,2.0,11.0,,,,,
2020-03-26,02:00:00,"Borel Road, Country Road Estates, Riverside County, California, 92593, United States of America",33.58333,-117.08333,30,1.2,85.0,4.7,29.6,1014.7,10.0,,6.6,0.2,0.2,41.0,,,,,
2020-03-26,04:00:00,"Sinclair Buildings 10, 11, 12, West 4th Street, Dayton Terra-Cotta Historic District, Edgemont, Dayton, Montgomery County, Ohio, 45402, United States of America",39.758235,-84.197375,52,,40.6,,,1013.8,52.0,,18.5,0.4,1.8,,,,,,
2020-03-26,04:00:00,"Pearson Sixth Grade Center School Grounds, Dakota Street South, Valley Haven Mobile Home Park, Shakopee, Scott County, Minnesota, 55379, United States of America",44.789398,-93.512497,15,,80.0,,15.2,1011.1,9.0,,0.0,3.0,9.2,,-3.0,,,,
2020-03-26,04:00:00,"798, L H Polk Drive, Gavin, Marion, Crittenden County, Arkansas, 72364, United States of America",35.1967,-90.1911,28,,100.0,,10.4,1011.1,28.0,,11.0,1.5,10.9,,11.0,,,,
2020-03-26,06:00:00,"232, Third Street West, Cornwall, Eastern Ontario, Ontario, K6H 4B4, Canada",45.017972,-74.735222,30,,86.0,4.6,17.6,1014.5,30.0,,1.0,1.5,8.2,,-1.0,,,,
2020-03-26,06:00:00,"Ontario Tech University, 2000, Simcoe Street North, Windfields Farm, Oshawa, Durham Region, Golden Horseshoe, Ontario, L1L 1C4, Canada",43.945944,-78.894917,59,,100.0,8.5,7.3,1011.8,59.0,0.2,1.0,2.0,8.2,,1.0,,,,
2020-03-26,04:00:00,"10098, Hickory Grove Road, Houston, Randolph County, Illinois, 62217, United States of America",38.1761,-89.7883,44,,93.0,,22.4,1010.4,44.0,,9.0,3.0,7.7,,8.0,,,,
2020-03-26,04:00:00,"4640, 13th Avenue, Falls Junction, Birmingham, Jefferson County, Alabama, 35224, United States of America",33.4997,-86.9242,45,,87.4,,,1014.1,45.0,,14.9,1.2,0.4,20.0,,,,,
2020-03-26,03:00:00,"MT 201, Girard, Richland County, Montana, United States of America",47.8679,-104.676864,22,,89.0,,21.6,1013.1,16.0,,-5.2,1.5,4.5,3.0,,,,,
2020-03-26,01:00:00,"Birney Elementary School, South 76th Street, Fern Hill, Tacoma, Pierce County, Washington, 98408-1202, United States of America",47.18631,-122.45154,24,,92.0,10.2,,1018.3,24.0,,3.7,2.3,5.3,,,,,,
2020-03-26,01:00:00,"136, South O Street, Clayton, Lincoln, Placer County, California, 95648, United States of America",38.88563,-121.30208,34,,89.0,2.8,16.0,1016.1,34.0,,2.7,0.6,2.5,5.0,,,,,
2020-03-26,01:00:00,"8103, Road 29 1/2, Irrigosa, Madera County, California, 93637, United States of America",36.86719,-120.01011,13,,68.0,1.3,12.8,1018.7,5.0,0.6,5.5,0.2,1.0,10.0,,,,,
2020-03-26,04:00:00,"Milke Drive, Potosi, Grant County, Wisconsin, 53820, United States of America",42.69302,-90.69813,41,,95.0,,,987.7,41.0,,6.6,1.0,3.6,,,,,,
2020-03-26,04:00:00,"University of Georgia, College Station Road, Habersham Hills, Whitehall, Athens-Clarke County Unified Government, Athens-Clarke County, Georgia, 30605, United States of America",33.945833,-83.372222,23,,87.0,,5.6,1016.2,23.0,,8.0,2.5,8.2,9.0,6.0,,,,
2020-03-26,01:00:00,"236, Leisure Lane, Leaphart, Seven Oaks, Lexington County, South Carolina, 29210, United States of America",34.051102,-81.154999,5,,89.0,,,1017.4,5.0,1.5,10.5,0.6,0.5,,,,,,
2020-03-26,04:00:00,"Champlain Farms, Main Street, Downtown, Burlington, Chittenden County, Vermont, 05401, United States of America",44.476101,-73.210297,36,3.4,74.0,3.8,,1016.5,36.0,,1.0,2.0,9.7,,-3.0,,,,
2020-03-26,03:00:00,"Haverhill Public Schools, 685, Washington Street, Ward Hill, Haverhill, Essex County, Massachusetts, 01832, United States of America",42.77077,-71.102259,25,1.9,89.2,2.8,24.8,1018.4,9.0,1.5,0.5,3.5,9.1,,,,,,
2020-03-26,04:00:00,"New Heights School, Lovejoy Road Northwest, Fort Walton Beach, Okaloosa County, Florida, 32548, United States of America",30.426666666667,-86.666111111111,11,,93.0,,7.4,1013.3,51.0,,20.0,0.9,9.2,11.0,19.0,,,,
2020-03-26,05:00:00,"Louis S. Sheffield Elementary School, Scarborough Road, Dunn Creek, Jacksonville, Duval County, Florida, 32226, United States of America",30.477777777778,-81.587222222222,45,,1.0,2.3,8.6,1012.5,45.0,0.1,20.5,0.1,1.4,26.0,,,,,
2020-03-26,04:00:00,"460, Johnston Hill Road, McConnells Mills, Chartiers Township, Washington County, Pennsylvania, 15317, United States of America",40.269,-80.244,20,,85.6,1.9,5.6,1014.4,20.0,1.5,6.1,0.1,0.6,,,,,,
2020-03-26,04:00:00,"6880, Ripple Road, Miami Station, Colerain Township, Hamilton County, Ohio, 45041, United States of America",39.21494,-84.69086,50,,80.0,,0.8,1011.2,50.0,1.5,10.0,1.0,6.5,,,,,,
2020-03-26,02:00:00,"Fort Extension Road, White Swan, Yakima County, Washington, 98952, United States of America",46.37543,-120.72932,6,,73.0,,,1015.5,6.0,,-3.0,1.5,7.2,3.0,-7.0,,,,
2020-03-26,02:00:00,"1081, Forest Service Loop, Sisters, Deschutes County, Oregon, 97759, United States of America",44.2921,-121.5555,12,,95.0,,,1013.0,12.0,,-6.6,0.1,0.3,,,,,,
2020-03-26,04:00:00,"436, North 50 West, Tooele, Tooele County, Utah, 84074, United States of America",40.539299,-112.299797,23,0.3,82.0,6.5,23.3,1008.9,16.0,,1.55556,1.5,2.0,,,,,,
2020-03-26,03:00:00,"779, Ballantrae Drive, Lee Acres, Northbrook, Cook County, Illinois, 60062, United States of America",42.1406,-87.7994,33,,86.0,,24.1,984.3,33.0,,10.0,2.0,3.3,,,,,,
2020-03-26,04:00:00,"I 95, Hammonds Promise, North Laurel, Howard County, Maryland, 20723, United States of America",39.143197,-76.846192,42,2.9,74.0,13.9,,1014.1,42.0,,3.3,0.2,,,,,,,
2020-03-26,05:00:00,"Headquarter Pond Trail, Wakulla County, Florida, United States of America",30.0925,-84.161111111111,68,2.0,96.8,,8.6,1014.5,68.0,0.2,20.0,0.5,3.0,,,,,,
2020-03-26,00:00:00,"769, North Central Avenue, Oneota, Duluth, Saint Louis County, Minnesota, 55807, United States of America",46.743889,-92.166946,5,,80.0,,,1011.5,5.0,,1.0,1.5,7.2,,-2.0,,,,
2020-03-26,04:00:00,"312, North Arch Street, Hurley Heights, Seaford, Sussex County, Delaware, 19973, United States of America",38.6444,-75.6131,33,,93.0,,16.0,1018.2,33.0,,1.8,0.6,2.0,,,,,,
2020-03-26,05:00:00,"4415, Murdock Avenue, Ridge Wood Heights, Sarasota, Sarasota County, Florida, 34231, United States of America",27.290555555556,-82.507222222222,34,,77.0,,17.0,1014.2,34.0,,20.0,1.0,2.0,21.0,,,,,
2020-03-26,01:00:00,"Berkeley Big People, Bolivar Drive, West Berkeley, Berkeley, Alameda County, California, 94710, United States of America",37.864731,-122.302703,21,4.5,56.0,8.4,18.4,1016.0,21.0,1.5,11.1,0.2,,,,,,,
2020-03-26,01:00:00,"16895, 4th Street, Huron, Fresno County, California, 93234, United States of America",36.19865,-120.10117,17,,86.0,4.7,16.8,1018.2,13.0,0.6,3.3,5.0,9.0,2.0,,,,,
2020-03-26,01:00:00,"Lake Gregory, Lake Drive, Arrowhead Highlands, Twin Peaks, San Bernardino County, California, 92325, United States of America",34.24313,-117.2723,34,4.5,90.0,17.6,34.4,1005.3,18.0,1.5,-1.1,0.4,7.0,50.0,,,,,
2020-03-26,03:00:00,"Pershing Elementary School, Campbell Street, Idylside, Joliet, Will County, Illinois, 60435, United States of America",41.526885,-88.116474,59,,90.7,,,1008.6,59.0,,8.0,0.3,0.3,,,,,,
2020-03-26,03:00:00,"672, Center Street, Bryson City, Swain County, North Carolina, 28713, United States of America",35.4356,-83.4436,7,,97.0,,7.3,1013.4,9.0,,5.0,0.5,0.7,,,,,,
2020-03-26,04:00:00,"Lot A, Norris Street, South Chester, Chester, Delaware County, Pennsylvania, 19013, United States of America",39.8356,-75.3725,55,,86.0,15.8,8.8,1020.3,55.0,4.3,0.0,0.4,0.1,,,,,,
2020-03-26,06:00:00,"437, James Street South, Fort William, Thunder Bay, Thunder Bay District, Northwestern Ontario, Ontario, P7E 5R4, Canada",48.379389,-89.290167,11,,73.0,16.0,11.2,1013.8,9.0,,-6.0,2.0,8.2,,-10.0,,,,
2020-03-26,04:00:00,"325, Glade Drive, East Franklin Township, Armstrong County, Pennsylvania, 16201, United States of America",40.8142,-79.565,10,,94.5,0.1,1.6,1015.5,10.0,,-1.6,0.1,0.1,,,,,,
2020-03-26,04:00:00,"Miller Airport Road, Florence, Hanover Township, Washington County, Pennsylvania, 15021, United States of America",40.4447,-80.42,22,,86.0,1.9,11.2,1014.5,22.0,1.5,3.0,0.8,10.8,,1.0,,,,
2020-03-26,04:00:00,"Meadow Street, Cass Gilbert National Register District, Town Plot Hill, Waterbury, New Haven County, Connecticut, 06702, United States of America",41.5503,-73.0442,35,,80.0,,,1016.9,35.0,,-0.5,1.2,3.0,,,,,,
2020-03-25,22:00:00,"Environmental Place, Ellyson Industrial Park, Ferry Pass, Escambia County, Florida, 32514, United States of America",30.525277777778,-87.203611111111,58,,88.0,,13.5,1013.5,58.0,0.2,23.0,3.6,10.8,,21.0,,,,
2020-03-26,04:00:00,"2476, Augusta Avenue, Clearview, Savannah, Chatham County, Georgia, 31415, United States of America",32.090457,-81.130378,26,,47.3,,,,26.0,0.2,29.6,3.6,14.0,15.0,,,,,
2020-03-26,01:00:00,"Ygnacio Valley High School, Graymont Circle, Peppertree, Meinert, Concord, Contra Costa County, California, 95498, United States of America",37.936,-122.0262,18,1.9,91.2,3.8,17.6,1019.2,13.0,1.5,2.6,1.0,1.3,,,,,,
2020-03-26,02:00:00,"Winthrop Library, Highway 20, Winthrop, Okanogan County, Washington, 98862, United States of America",48.47724,-120.19057,14,,57.0,,,1013.0,14.0,,-1.1,7.0,10.0,,,,,,
2020-03-26,02:00:00,"Hiline Trailer Park, Phillips County, Montana, 59538, United States of America",48.317507,-107.862471,20,,96.0,,20.0,1007.5,26.0,,-5.0,1.2,9.7,5.0,-5.5,,,,
2020-03-26,03:00:00,"Heritage Trail, Olathe, Johnson County, Kansas, 66062, United States of America",38.8386,-94.7464,33,,87.0,,19.2,1003.0,33.0,,13.0,3.6,10.8,,11.0,,,,
2020-03-25,06:00:00,"John H. Shary Elementary School, 2300, North Glasscock Road, Valley View Estates Colonia, Mission, Hidalgo County, Texas, 78574, United States of America",26.2262097,-98.291069,53,,54.0,,19.2,1010.6,53.0,,32.2,5.0,14.0,,,,,,
2020-03-26,04:00:00,"927, Franklin Street, Prospect Homes, Hornerstown, Johnstown, Cambria County, Pennsylvania, 15905, United States of America",40.3097,-78.9158,48,1.2,100.0,9.3,7.3,1014.5,48.0,1.5,2.0,0.3,7.7,9.0,2.0,,,,
2020-03-26,06:00:00,"795, Weller Street, Peterborough, Central Ontario, Ontario, K9J 7C6, Canada",44.301917,-78.346222,65,,100.0,9.4,10.4,1011.5,65.0,,0.0,0.8,8.2,,0.0,,,,
2020-03-26,04:00:00,"Penn State Scranton, Phillips Street, Warsaw, Throop, Lackawanna County, Pennsylvania, 18512, United States of America",41.4428,-75.6231,41,3.4,76.0,17.6,1.6,1017.7,41.0,1.5,-1.5,0.4,0.6,9.0,,,,,
2020-03-26,03:00:00,"Columbus Metropolitan Airport, Gentian Boulevard, Westgate, Edgewood, Columbus, Muscogee County, Georgia, 31907, United States of America",32.521302,-84.944795,20,,82.0,,18.4,1014.8,20.0,,14.0,1.5,10.2,,11.0,,,,
2020-03-25,23:00:00,"3786, Town Square Boulevard, Magnolia Village, Melbourne, Brevard County, Florida, 32901, United States of America",28.053611111111,-80.628611111111,51,,73.0,,11.4,1013.8,51.0,,23.0,4.1,9.7,20.0,18.0,,,,
2020-03-26,02:00:00,"Columbia Falls High School, 610, 13th Street West, Columbia Falls, Flathead County, Montana, 59912, United States of America",48.363694,-114.189272,5,,73.0,,,1009.4,5.0,,-3.0,2.0,8.7,3.0,-7.0,,,,
2020-03-26,02:00:00,"S.J. Willis Alternative School, Market Street, Burnside, Victoria, Capital Regional District, British Columbia, V8T 1Z4, Canada",48.441942,-123.363165,12,0.1,82.0,0.1,12.0,1017.4,9.0,0.4,6.1,4.0,9.6,,,,,,
2020-03-26,04:00:00,"29, Evans Street, Uniontown, Fayette County, Pennsylvania, 15401, United States of America",39.900076,-79.7164326,32,,71.0,2.8,6.4,1015.5,32.0,1.5,1.3,0.1,1.0,,,,,,
2020-03-26,03:00:00,"Busby Road, Busby, Loretto, Lawrence County, Tennessee, 38469, United States of America",35.116866,-87.419726,5,,91.0,,,1013.5,5.0,,7.9,1.0,0.2,,,,,,
2020-03-26,03:00:00,"Gilmore School, Pine Avenue, Campello, Brockton, Plymouth County, Massachusetts, 02303, United States of America",42.065119,-71.012686,34,1.8,80.0,1.0,34.4,1013.8,53.0,1.5,3.3,2.2,7.2,,,,,,
2020-03-26,04:00:00,"Foreman Street, Jackson, Aiken County, South Carolina, 29831, United States of America",33.342201,-81.788597,19,,93.0,,19.2,1016.2,,,13.0,2.0,11.5,,12.0,,,,
2020-03-26,03:00:00,"781, South 13th Street, East Saint Louis, Saint Clair, Illinois, 62201, United States of America",38.611893,-90.160614,57,,93.0,,3.2,1009.4,57.0,,8.0,2.5,8.7,,7.0,,,,
2020-03-26,03:00:00,"Thomas Jefferson High School, Duff Drive, Groves, Jefferson County, Texas, 77642, United States of America",29.9229186,-93.9090282,59,4.5,100.0,5.0,12.8,1011.8,59.0,0.2,19.0,2.5,11.3,,19.0,,,,
2020-03-26,04:00:00,"Miller Park Road, Peterborough, Hillsborough County, New Hampshire, United States of America",42.86183,-71.878626,34,1.6,89.5,,33.6,1017.6,25.0,1.5,-1.1,0.2,3.5,2.0,,,,,
2020-03-26,04:00:00,"82, River Street, North Adams, Berkshire County, Massachusetts, 01247, United States of America",42.702223,-73.110414,55,2.0,92.0,1.0,19.2,1017.6,55.0,1.5,-3.0,3.0,9.2,,-4.0,,,,
2020-03-26,01:00:00,"Broadway Elementary School, East Alki Avenue, Opportunity, Spokane Valley, Spokane County, Washington, 99206, United States of America",47.663962,-117.25765,30,,88.6,,,1016.2,30.0,,-1.1,0.7,1.6,10.0,,,,,
2020-03-26,04:00:00,"New Odanah, Town of Sanborn, Ashland County, Wisconsin, 54861, United States of America",46.60234,-90.65615,23,,82.3,,22.8,1012.5,12.0,,0.6,2.1,10.0,,,0.01,,,
2020-03-21,07:00:00,"Gonzales Elementary School, Custer Avenue, Clayton Manor Townhomes, Headlee Oil Field, Odessa, Ector County, Texas, 79762, United States of America",31.8702534,-102.3347563,-,,66.0,,,1011.1,21.0,,14.4,0.5,1.0,,,,,,
2020-03-26,04:00:00,"Mail It Corporation, Tecumseh Street, Middle Grounds, East Toledo, Toledo, Lucas County, Ohio, 43602, United States of America",41.644067,-83.54625,33,,85.5,,17.6,1007.8,33.0,,7.2,,,,,,,,
2020-03-26,03:00:00,"2068, East 10th Street, Erie, Erie County, Pennsylvania, 16511, United States of America",42.1428,-80.0372,22,1.2,89.0,2.8,21.6,1014.0,20.0,,4.7,4.9,14.0,6.0,,,,,
2020-03-26,04:00:00,"135, Perry Avenue, West End, Mountain View Homes, Greenville, Greenville County, South Carolina, 29601, United States of America",34.843899,-82.414597,25,,83.6,3.8,,1018.5,25.0,,13.3,0.3,4.0,9.0,,,,,
2020-03-26,01:00:00,"Stevens County Fire District #3, East 1st Avenue, Colville, Stevens County, Washington, United States of America",48.54469,-117.903222,74,,86.6,,,1016.2,74.0,,-4.4,0.5,0.5,20.0,,,,,
2020-03-26,01:00:00,"2277, Pacific Street, Roosevelt, Eureka, Bellingham, Whatcom County, Washington, 98229, United States of America",48.760036,-122.456463,13,,80.2,,12.1,1016.4,13.0,,6.1,2.0,6.0,,,,,,
2020-03-26,01:00:00,"Yosemite Valley Visitor Center and Theater, Bike Path, Yosemite Village, Yosemite Valley, Mariposa County, California, 94389, United States of America",37.74871,-119.58709,13,,90.2,,27.2,1006.2,13.0,,-10.0,0.3,1.0,3.0,,,,,
2020-03-26,03:00:00,"Harding High School, 1540, East 6th Street, Highwood, St. Paul, Ramsey County, Minnesota, 55106, United States of America",44.9594,-93.0356,13,,92.0,,,1011.8,13.0,,-1.0,3.6,9.2,,-2.0,,,,
2020-03-26,05:00:00,"Lac sur le Mont, Lac-Jacques-Cartier, La Côte-de-Beaupré, Capitale-Nationale, Québec, Canada",47.32,-70.83,24,0.2,92.0,,24.0,,16.0,,-12.0,1.0,7.7,,-13.0,,,,
2020-03-26,01:00:00,"Campbell Road, Yolo County, California, 95616-5270, United States of America",38.53455,-121.7734,19,4.4,86.0,1.9,19.2,1017.2,17.0,,4.0,1.0,7.2,,2.0,,,,
2020-03-26,00:00:00,"Long Beach Freeway, Long Beach, Los Angeles County, California, 90745, United States of America",33.859444,-118.200278,22,3.4,65.8,10.2,20.0,1015.7,22.0,,11.1,6.0,9.1,40.0,,,,,
2020-03-26,00:00:00,"Jean, Clark County, Nevada, 89026, United States of America",35.78566,-115.35708,34,0.1,46.5,2.3,17.9,1007.2,20.0,,9.4,2.0,9.0,34.0,,,,,
2020-03-26,03:00:00,"31991, 475th Avenue, Union County, South Dakota, 57025, United States of America",42.751518,-96.707208,18,,92.1,,18.4,1012.8,8.0,,0.0,5.0,10.8,,,,,,
2020-03-26,04:00:00,"North Palmatory Street, Horicon, Dodge County, Wisconsin, 53032, United States of America",43.46611,-88.62111,43,1.3,99.3,,14.0,1005.4,43.0,0.3,5.7,1.5,7.4,12.0,5.0,,,,
2020-03-26,02:00:00,"353, Madison Street, Leisure Village, Hamilton, Ravalli County, Montana, 59840, United States of America",46.243621,-114.158889,3,,65.5,,,1010.8,3.0,,-1.0,1.2,6.6,,-6.5,,,,
2020-03-26,03:00:00,"Isla Blanca Park, Dolphin Cove, Cameron County, Texas, 78597, United States of America",26.0696153,-97.1621996,55,,89.0,,8.0,1009.3,55.0,,23.8,6.0,14.0,,,,,,
2020-03-26,04:00:00,"Panther Lane, Indian Hills, Elizabethtown, Hardin County, Kentucky, 42701, United States of America",37.7064,-85.8517,38,,100.0,,18.4,1012.8,38.0,,7.0,1.5,7.2,,7.0,,,,
2020-03-26,04:00:00,"270, Northview Street, Summerhill, Spartanburg, Spartanburg County, South Carolina, 29302, United States of America",34.955601,-81.924797,26,,87.8,,,1017.9,26.0,,12.0,0.1,2.2,,,,,,
2020-03-26,03:00:00,"Cherry Grove Road, Cherry Grove, Caswell County, North Carolina, United States of America",36.3028,-79.4667,23,,81.0,,23.3,1018.6,,,9.0,1.5,7.2,1.0,6.0,,,,
2020-03-25,19:00:00,"133, Rumford Avenue, Rumford, Oxford County, Maine, 04276, United States of America",44.5514,-70.5463,34,,61.8,,,1019.2,34.0,,2.5,1.8,7.0,,,,,,
2020-03-26,02:00:00,"I 90, Frenchtown, Missoula County, Montana, 59834, United States of America",47.012907,-114.224273,26,,86.0,,,1010.8,26.0,,-2.0,2.0,8.7,,-4.0,,,,
2020-03-26,03:00:00,"Cary-Grove Community High School, West Three Oaks Road, Cary, McHenry County, Illinois, 60013, United States of America",42.2211,-88.2411,29,,89.7,,,1.0,29.0,,8.0,3.0,,,,,,,
2020-03-26,06:00:00,"Bruce Power Visitor Centre, Bruce Road 20, Bruce Nuclear Generating Station, Kincardine, Bruce County, Southwestern Ontario, Ontario, N0G 2T0, Canada",44.314472,-81.549722,59,,51.3,,22.4,1008.6,59.0,,5.5,1.3,7.0,,,,,,
2020-03-25,23:00:00,"1899, Wingfield Street, Lake Worth Beach, Palm Beach County, Florida, 33460, United States of America",26.593888888889,-80.058611111111,12,,76.0,,11.8,1014.9,,,22.5,4.0,8.6,,,,,,
2020-03-26,02:00:00,"Permit Parking, Reeder Road, Columbia County, Oregon, United States of America",45.768531,-122.7721,17,,92.0,,,1019.9,17.0,,2.5,1.9,9.7,,-1.0,,,,
2020-03-26,03:00:00,"Red Lake Hospital, 24760, Hospital Road, Red Lake, Beltrami County, Minnesota, 56671, United States of America",47.878159,-95.029172,30,,96.2,,,1012.4,30.0,,-8.8,0.4,0.2,,,,,,
2020-03-26,03:00:00,"University of Minnesota Duluth, East Buffalo Street, Hunters Park, Duluth, Saint Louis County, Minnesota, 55811, United States of America",46.8183,-92.0892,34,,77.6,,22.4,1011.2,34.0,,1.1,0.1,0.2,,,,,,
2020-03-26,03:00:00,"5807, Up River Road, Corpus Christi, Nueces County, Texas, 78407, United States of America",27.8118142,-97.4657005,23,,94.0,,20.8,1010.4,23.0,0.5,22.0,5.6,10.8,,21.0,,,,
2020-03-26,04:00:00,"2757, University Avenue, Rocky Bluff, Madison, Dane County, Wisconsin, 53792, United States of America",43.07378,-89.43595,45,,97.0,,13.6,1008.1,45.0,1.5,5.5,3.0,3.0,13.0,,,,,
2020-03-26,04:00:00,"Station 1, 350, North Fountain Avenue, North Hill, Southgate, Springfield, Clark County, Ohio, 45504, United States of America",39.92882,-83.80949,39,,92.8,,,1012.9,39.0,,4.4,0.1,0.5,,,,,,
2020-03-26,03:00:00,"Mason Rudolph Golf Course, Golf Club Lane, Eastern Hills, Clarksville, Montgomery County, Tennessee, 37044, United States of America",36.5144,-87.3278,17,,97.0,,,1011.6,17.0,,7.1,0.3,0.4,,,,,,
2020-03-26,04:00:00,"Summit Bridge, New Castle County, Delaware, United States of America",39.5511,-75.7308,34,,95.0,,4.0,1017.3,34.0,1.5,-0.5,0.6,0.9,,,,,,
2020-03-25,23:00:00,"Sikes Boulevard, Fountain Heights, Lakeland, Polk County, Florida, 33802, United States of America",28.028888888889,-81.972222222222,49,1.5,90.0,1.0,8.2,1016.1,49.0,0.6,22.7,0.7,1.4,23.0,,,,,
2020-03-26,01:00:00,"Sandidge Lane, Camp Owens, Kern County, California, 93238, United States of America",35.7533,-118.417,25,,86.0,,24.8,1029.0,,,2.7,0.2,2.6,,,,,,
2020-03-26,02:00:00,"West Liberty Airport, Texaco Road, Dayton, Liberty County, Texas, United States of America",30.0583,-94.9781,53,,96.9,10.7,11.2,1009.7,53.0,0.2,18.8,0.8,2.4,,,,,,
2020-03-26,06:00:00,"Ontario Provincial Police - West Parry Sound Detachment, 7 Unit B, Bay Street, Parry Sound, Parry Sound District, Central Ontario, Ontario, P2A 1S3, Canada",45.337861,-80.038167,63,,96.0,3.2,22.4,1013.8,63.0,,2.2,2.0,4.0,,,,,,
2020-03-26,04:00:00,"2982, East 30th Street, Little Flower, Indianapolis, Marion County, Indiana, 46218, United States of America",39.8108,-86.1147,44,2.7,79.2,9.3,21.6,1009.3,44.0,1.5,7.6,0.2,0.2,15.0,,,,,
2020-03-26,04:00:00,"South State Street, Lusard Place, Painesville, Lake County, Ohio, 44077, United States of America",41.726811,-81.242156,26,,85.0,,26.4,1012.0,24.0,1.5,8.3,2.0,7.5,,,,,,
2020-03-26,02:00:00,"1011, West Street, Homestead Park, Homestead, Allegheny County, Pennsylvania, 15120, United States of America",40.4045579,-79.9102686,59,,81.0,11.2,0.8,1016.2,59.0,,1.2,0.1,0.5,,,,,,
2020-03-26,04:00:00,"Church on the Square, 52, Public Square, Mayflower, Wilkes-Barre, Luzerne County, Pennsylvania, 18701, United States of America",41.2459149,-75.8813075,41,3.4,93.0,17.6,0.8,1017.9,41.0,1.5,0.3,0.2,0.4,11.0,,,,,
2020-03-26,03:00:00,"34, Sunnyside Road, West Lynn, Lynn, Essex County, Massachusetts, 01905, United States of America",42.474671,-70.971358,32,1.9,68.0,2.8,32.0,1019.8,30.0,1.5,5.5,6.7,12.6,,,,,,
2020-03-26,01:00:00,"Loara Elementary School, West Pampas Lane, West Anaheim, Anaheim, Orange County, California, 92802, United States of America",33.83061,-117.9385,-,1.6,58.0,1.9,21.0,1015.9,59.0,,12.0,2.0,9.2,26.0,4.0,,,,
2020-03-26,02:00:00,"Calapooia Middle School, 830, 24th Avenue Southeast, North Albany, Albany, Linn County, Oregon, 97322, United States of America",44.61569,-123.091457,16,,97.0,,0.8,1023.7,16.0,,0.0,,2.0,,,,,,
2020-03-26,01:00:00,"John A. McManus Elementary School, North Avenue, Barber, Chico, Butte County, California, 95973, United States of America",39.76168,-121.84047,18,1.8,91.0,2.8,18.4,1017.2,13.0,,3.3,0.5,1.2,2.0,,,,,
2020-03-26,02:00:00,"1419, East 15th Street, Douglas, Cochise County, Arizona, 85607, United States of America",31.3492,-109.539683,15,,47.0,,,1014.5,,,13.0,4.6,12.8,15.0,2.0,,,,
